WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Winner,Loser,WRank,LRank,Wsets,Lsets,Comment,PSW,PSL
20,Madrid,Mutua Madrid Open,2021-04-30,WTA1000,Outdoor,Clay,1st Round,Kontaveit A.,Stojanovic N.,29,88,2.0,0.0,Completed,1.27,4.14
20,Madrid,Mutua Madrid Open,2021-04-30,WTA1000,Outdoor,Clay,1st Round,Muchova K.,Wang Q.,20,47,2.0,0.0,Completed,1.28,4.02
20,Madrid,Mutua Madrid Open,2021-04-30,WTA1000,Outdoor,Clay,1st Round,Sakkari M.,Anisimova A.,19,38,2.0,1.0,Completed,1.53,2.65
20,Madrid,Mutua Madrid Open,2021-04-30,WTA1000,Outdoor,Clay,1st Round,Kasatkina D.,Begu I.,37,75,2.0,1.0,Completed,1.47,2.88
20,Madrid,Mutua Madrid Open,2021-04-30,WTA1000,Outdoor,Clay,1st Round,Sabalenka A.,Zvonareva V.,7,114,2.0,0.0,Completed,1.23,4.62
20,Madrid,Mutua Madrid Open,2021-04-30,WTA1000,Outdoor,Clay,1st Round,Halep S.,Sorribes Tormo S.,3,46,2.0,0.0,Completed,1.19,5.31
20,Madrid,Mutua Madrid Open,2021-05-01,WTA1000,Outdoor,Clay,2nd Round,Bencic B.,Pera B.,11,70,2.0,1.0,Completed,1.67,2.36
20,Madrid,Mutua Madrid Open,2021-05-01,WTA1000,Outdoor,Clay,2nd Round,Badosa P.,Teichmann J.,62,40,2.0,1.0,Completed,1.83,2.09
20,Madrid,Mutua Madrid Open,2021-05-01,WTA1000,Outdoor,Clay,2nd Round,Kudermetova V.,Bertens K.,28,10,2.0,0.0,Completed,1.63,2.44
20,Madrid,Mutua Madrid Open,2021-05-01,WTA1000,Outdoor,Clay,2nd Round,Kvitova P.,Kerber A.,12,26,2.0,0.0,Completed,1.27,4.23
20,Madrid,Mutua Madrid Open,2021-05-01,WTA1000,Outdoor,Clay,2nd Round,Sevastova A.,Konta J.,54,18,2.0,0.0,Completed,1.56,2.62
20,Madrid,Mutua Madrid Open,2021-05-01,WTA1000,Outdoor,Clay,2nd Round,Swiatek I.,Siegemund L.,17,59,2.0,0.0,Completed,1.17,6.01
20,Madrid,Mutua Madrid Open,2021-05-01,WTA1000,Outdoor,Clay,2nd Round,Barty A.,Zidansek T.,1,80,2.0,1.0,Completed,1.13,7.28
20,Madrid,Mutua Madrid Open,2021-05-01,WTA1000,Outdoor,Clay,2nd Round,Jabeur O.,Stephens S.,25,51,2.0,1.0,Completed,1.51,2.75
20,Madrid,Mutua Madrid Open,2021-05-02,WTA1000,Outdoor,Clay,2nd Round,Brady J.,Ostapenko J.,14,50,2.0,0.0,Completed,1.86,2.05
20,Madrid,Mutua Madrid Open,2021-05-02,WTA1000,Outdoor,Clay,2nd Round,Mertens E.,Rybakina E.,16,22,2.0,0.0,Completed,1.53,2.69
20,Madrid,Mutua Madrid Open,2021-05-02,WTA1000,Outdoor,Clay,2nd Round,Halep S.,Zheng S.,3,57,2.0,0.0,Completed,1.06,12.41
20,Madrid,Mutua Madrid Open,2021-05-02,WTA1000,Outdoor,Clay,2nd Round,Pegula J.,Azarenka V.,33,15,,,Walkover,2.54,1.58
20,Madrid,Mutua Madrid Open,2021-05-02,WTA1000,Outdoor,Clay,2nd Round,Sakkari M.,Kontaveit A.,19,29,2.0,0.0,Completed,1.69,2.31
20,Madrid,Mutua Madrid Open,2021-05-02,WTA1000,Outdoor,Clay,2nd Round,Sabalenka A.,Kasatkina D.,7,37,2.0,0.0,Completed,1.31,3.86
20,Madrid,Mutua Madrid Open,2021-05-02,WTA1000,Outdoor,Clay,2nd Round,Muchova K.,Osaka N.,20,2,2.0,1.0,Completed,2.79,1.5
20,Madrid,Mutua Madrid Open,2021-05-02,WTA1000,Outdoor,Clay,2nd Round,Pavlyuchenkova A.,Pliskova Ka.,41,9,2.0,0.0,Completed,3.38,1.37
20,Madrid,Mutua Madrid Open,2021-05-03,WTA1000,Outdoor,Clay,3rd Round,Kvitova P.,Kudermetova V.,12,28,2.0,1.0,Completed,1.47,2.93
20,Madrid,Mutua Madrid Open,2021-05-03,WTA1000,Outdoor,Clay,3rd Round,Bencic B.,Jabeur O.,11,25,1.0,0.0,Retired,2.66,1.54
20,Madrid,Mutua Madrid Open,2021-05-03,WTA1000,Outdoor,Clay,3rd Round,Badosa P.,Sevastova A.,62,54,2.0,1.0,Completed,1.71,2.28
20,Madrid,Mutua Madrid Open,2021-05-03,WTA1000,Outdoor,Clay,3rd Round,Barty A.,Swiatek I.,1,17,2.0,0.0,Completed,1.92,1.99
20,Madrid,Mutua Madrid Open,2021-05-04,WTA1000,Outdoor,Clay,3rd Round,Mertens E.,Halep S.,16,3,2.0,1.0,Completed,4.05,1.29
20,Madrid,Mutua Madrid Open,2021-05-04,WTA1000,Outdoor,Clay,3rd Round,Sabalenka A.,Pegula J.,7,33,2.0,0.0,Completed,1.29,4.01
20,Madrid,Mutua Madrid Open,2021-05-04,WTA1000,Outdoor,Clay,3rd Round,Pavlyuchenkova A.,Brady J.,41,14,2.0,1.0,Completed,2.78,1.51
20,Madrid,Mutua Madrid Open,2021-05-04,WTA1000,Outdoor,Clay,3rd Round,Muchova K.,Sakkari M.,20,19,2.0,1.0,Completed,2.24,1.73
20,Madrid,Mutua Madrid Open,2021-05-05,WTA1000,Outdoor,Clay,Quarterfinals,Sabalenka A.,Mertens E.,7,16,1.0,0.0,Retired,1.43,3.08
20,Madrid,Mutua Madrid Open,2021-05-05,WTA1000,Outdoor,Clay,Quarterfinals,Pavlyuchenkova A.,Muchova K.,41,20,2.0,0.0,Completed,2.65,1.55
20,Madrid,Mutua Madrid Open,2021-05-05,WTA1000,Outdoor,Clay,Quarterfinals,Badosa P.,Bencic B.,62,11,2.0,0.0,Completed,1.74,2.23
20,Madrid,Mutua Madrid Open,2021-05-05,WTA1000,Outdoor,Clay,Quarterfinals,Barty A.,Kvitova P.,1,12,2.0,1.0,Completed,1.49,2.84
20,Madrid,Mutua Madrid Open,2021-05-06,WTA1000,Outdoor,Clay,Semifinals,Barty A.,Badosa P.,1,62,2.0,0.0,Completed,1.3,3.93
20,Madrid,Mutua Madrid Open,2021-05-06,WTA1000,Outdoor,Clay,Semifinals,Sabalenka A.,Pavlyuchenkova A.,7,41,2.0,0.0,Completed,1.24,4.61
20,Madrid,Mutua Madrid Open,2021-05-08,WTA1000,Outdoor,Clay,The Final,Sabalenka A.,Barty A.,7,1,2.0,1.0,Completed,1.99,1.92
21,Rome,Internazionali BNL d'Italia,2021-05-10,WTA1000,Outdoor,Clay,1st Round,Swiatek I.,Riske A.,15,27,0.0,0.0,Retired,1.05,13.31
21,Rome,Internazionali BNL d'Italia,2021-05-10,WTA1000,Outdoor,Clay,1st Round,Sorribes Tormo S.,Giorgi C.,51,83,2.0,1.0,Completed,1.34,3.53
21,Rome,Internazionali BNL d'Italia,2021-05-10,WTA1000,Outdoor,Clay,1st Round,Zvonareva V.,Mchale C.,113,94,2.0,0.0,Completed,1.41,3.14
21,Rome,Internazionali BNL d'Italia,2021-05-10,WTA1000,Outdoor,Clay,1st Round,Sakkari M.,Hercog P.,19,74,2.0,1.0,Completed,1.26,4.29
21,Rome,Internazionali BNL d'Italia,2021-05-10,WTA1000,Outdoor,Clay,1st Round,Pegula J.,Kasatkina D.,31,37,2.0,0.0,Completed,2.29,1.69
21,Rome,Internazionali BNL d'Italia,2021-05-10,WTA1000,Outdoor,Clay,1st Round,Brady J.,Zhang S.,13,41,2.0,0.0,Completed,1.15,6.22
21,Rome,Internazionali BNL d'Italia,2021-05-10,WTA1000,Outdoor,Clay,1st Round,Alexandrova E.,Kostyuk M.,33,79,2.0,0.0,Completed,2.11,1.8
21,Rome,Internazionali BNL d'Italia,2021-05-10,WTA1000,Outdoor,Clay,1st Round,Anisimova A.,Wang Q.,39,48,2.0,0.0,Completed,1.27,4.17
21,Rome,Internazionali BNL d'Italia,2021-05-10,WTA1000,Outdoor,Clay,1st Round,Kvitova P.,Linette M.,10,46,2.0,1.0,Completed,1.09,9.24
21,Rome,Internazionali BNL d'Italia,2021-05-10,WTA1000,Outdoor,Clay,1st Round,Martic P.,Rogers S.,25,43,2.0,1.0,Completed,2.68,1.52
21,Rome,Internazionali BNL d'Italia,2021-05-10,WTA1000,Outdoor,Clay,1st Round,Sevastova A.,Teichmann J.,47,54,2.0,1.0,Completed,2.02,1.87
21,Rome,Internazionali BNL d'Italia,2021-05-10,WTA1000,Outdoor,Clay,1st Round,Gauff C.,Putintseva Y.,35,34,2.0,1.0,Completed,1.63,2.4
21,Rome,Internazionali BNL d'Italia,2021-05-11,WTA1000,Outdoor,Clay,1st Round,Ostapenko J.,Konta J.,49,18,2.0,0.0,Completed,1.76,2.16
21,Rome,Internazionali BNL d'Italia,2021-05-11,WTA1000,Outdoor,Clay,1st Round,Kerber A.,Cornet A.,26,60,2.0,0.0,Completed,1.64,2.39
21,Rome,Internazionali BNL d'Italia,2021-05-11,WTA1000,Outdoor,Clay,1st Round,Tomljanovic A.,Vondrousova M.,80,21,2.0,0.0,Completed,2.57,1.56
21,Rome,Internazionali BNL d'Italia,2021-05-11,WTA1000,Outdoor,Clay,1st Round,Muguruza G.,Tig P.M.,12,64,2.0,0.0,Completed,1.09,8.48
21,Rome,Internazionali BNL d'Italia,2021-05-11,WTA1000,Outdoor,Clay,1st Round,Krejcikova B.,Zheng S.,40,58,2.0,0.0,Completed,1.34,3.5
21,Rome,Internazionali BNL d'Italia,2021-05-11,WTA1000,Outdoor,Clay,1st Round,Kudermetova V.,Mertens E.,28,14,2.0,1.0,Completed,2.64,1.54
21,Rome,Internazionali BNL d'Italia,2021-05-11,WTA1000,Outdoor,Clay,1st Round,Garcia C.,Cocciaretto E.,56,111,2.0,0.0,Completed,1.74,2.21
21,Rome,Internazionali BNL d'Italia,2021-05-11,WTA1000,Outdoor,Clay,1st Round,Keys M.,Stephens S.,23,65,2.0,1.0,Completed,2.46,1.61
21,Rome,Internazionali BNL d'Italia,2021-05-11,WTA1000,Outdoor,Clay,1st Round,Podoroska N.,Siegemund L.,44,55,2.0,1.0,Completed,2.59,1.56
21,Rome,Internazionali BNL d'Italia,2021-05-11,WTA1000,Outdoor,Clay,1st Round,Shvedova Y.,Trevisan M.,665,97,2.0,1.0,Completed,4.23,1.26
21,Rome,Internazionali BNL d'Italia,2021-05-11,WTA1000,Outdoor,Clay,1st Round,Mladenovic K.,Bencic B.,53,11,2.0,0.0,Completed,3.32,1.37
21,Rome,Internazionali BNL d'Italia,2021-05-11,WTA1000,Outdoor,Clay,1st Round,Pera B.,Zidansek T.,69,77,2.0,0.0,Completed,2.11,1.8
21,Rome,Internazionali BNL d'Italia,2021-05-12,WTA1000,Outdoor,Clay,2nd Round,Martic P.,Mladenovic K.,25,53,2.0,0.0,Completed,1.64,2.39
21,Rome,Internazionali BNL d'Italia,2021-05-12,WTA1000,Outdoor,Clay,2nd Round,Kerber A.,Halep S.,26,3,0.0,1.0,Retired,5.12,1.2
21,Rome,Internazionali BNL d'Italia,2021-05-12,WTA1000,Outdoor,Clay,2nd Round,Swiatek I.,Keys M.,15,23,2.0,0.0,Completed,1.19,5.25
21,Rome,Internazionali BNL d'Italia,2021-05-12,WTA1000,Outdoor,Clay,2nd Round,Podoroska N.,Williams S.,44,8,2.0,0.0,Completed,3.14,1.41
21,Rome,Internazionali BNL d'Italia,2021-05-12,WTA1000,Outdoor,Clay,2nd Round,Ostapenko J.,Tomljanovic A.,49,80,2.0,0.0,Completed,1.65,2.37
21,Rome,Internazionali BNL d'Italia,2021-05-12,WTA1000,Outdoor,Clay,2nd Round,Alexandrova E.,Brady J.,33,13,,,Walkover,2.43,1.62
21,Rome,Internazionali BNL d'Italia,2021-05-12,WTA1000,Outdoor,Clay,2nd Round,Sabalenka A.,Sorribes Tormo S.,4,51,2.0,0.0,Completed,1.17,5.64
21,Rome,Internazionali BNL d'Italia,2021-05-12,WTA1000,Outdoor,Clay,2nd Round,Krejcikova B.,Kenin S.,40,5,2.0,0.0,Completed,1.75,2.18
21,Rome,Internazionali BNL d'Italia,2021-05-12,WTA1000,Outdoor,Clay,2nd Round,Muguruza G.,Pera B.,12,69,2.0,1.0,Completed,1.32,3.71
21,Rome,Internazionali BNL d'Italia,2021-05-12,WTA1000,Outdoor,Clay,2nd Round,Pegula J.,Osaka N.,31,2,2.0,0.0,Completed,2.8,1.49
21,Rome,Internazionali BNL d'Italia,2021-05-12,WTA1000,Outdoor,Clay,2nd Round,Zvonareva V.,Kvitova P.,113,10,2.0,1.0,Completed,4.23,1.26
21,Rome,Internazionali BNL d'Italia,2021-05-12,WTA1000,Outdoor,Clay,2nd Round,Svitolina E.,Anisimova A.,6,39,2.0,1.0,Completed,1.62,2.44
21,Rome,Internazionali BNL d'Italia,2021-05-12,WTA1000,Outdoor,Clay,2nd Round,Gauff C.,Sakkari M.,35,19,2.0,1.0,Completed,3.15,1.4
21,Rome,Internazionali BNL d'Italia,2021-05-12,WTA1000,Outdoor,Clay,2nd Round,Pliskova Ka.,Sevastova A.,9,47,2.0,0.0,Completed,1.75,2.19
21,Rome,Internazionali BNL d'Italia,2021-05-12,WTA1000,Outdoor,Clay,2nd Round,Kudermetova V.,Garcia C.,28,56,2.0,0.0,Completed,1.4,3.2
21,Rome,Internazionali BNL d'Italia,2021-05-12,WTA1000,Outdoor,Clay,2nd Round,Barty A.,Shvedova Y.,1,665,2.0,0.0,Completed,1.02,19.46
21,Rome,Internazionali BNL d'Italia,2021-05-13,WTA1000,Outdoor,Clay,3rd Round,Ostapenko J.,Kerber A.,49,26,2.0,1.0,Completed,1.59,2.54
21,Rome,Internazionali BNL d'Italia,2021-05-13,WTA1000,Outdoor,Clay,3rd Round,Pliskova Ka.,Zvonareva V.,9,113,2.0,0.0,Completed,1.58,2.54
21,Rome,Internazionali BNL d'Italia,2021-05-13,WTA1000,Outdoor,Clay,3rd Round,Swiatek I.,Krejcikova B.,15,40,2.0,1.0,Completed,1.31,3.81
21,Rome,Internazionali BNL d'Italia,2021-05-13,WTA1000,Outdoor,Clay,3rd Round,Gauff C.,Sabalenka A.,35,4,2.0,0.0,Completed,4.2,1.27
21,Rome,Internazionali BNL d'Italia,2021-05-13,WTA1000,Outdoor,Clay,3rd Round,Martic P.,Podoroska N.,25,44,2.0,1.0,Completed,2.09,1.83
21,Rome,Internazionali BNL d'Italia,2021-05-13,WTA1000,Outdoor,Clay,3rd Round,Pegula J.,Alexandrova E.,31,33,2.0,0.0,Completed,1.57,2.57
21,Rome,Internazionali BNL d'Italia,2021-05-13,WTA1000,Outdoor,Clay,3rd Round,Svitolina E.,Muguruza G.,6,12,2.0,0.0,Completed,2.24,1.73
21,Rome,Internazionali BNL d'Italia,2021-05-13,WTA1000,Outdoor,Clay,3rd Round,Barty A.,Kudermetova V.,1,28,2.0,0.0,Completed,1.29,4.02
21,Rome,Internazionali BNL d'Italia,2021-05-14,WTA1000,Outdoor,Clay,Quarterfinals,Pliskova Ka.,Ostapenko J.,9,49,2.0,1.0,Completed,1.58,2.55
21,Rome,Internazionali BNL d'Italia,2021-05-14,WTA1000,Outdoor,Clay,Quarterfinals,Gauff C.,Barty A.,35,1,0.0,1.0,Retired,3.74,1.32
21,Rome,Internazionali BNL d'Italia,2021-05-14,WTA1000,Outdoor,Clay,Quarterfinals,Martic P.,Pegula J.,25,31,2.0,0.0,Completed,2.84,1.49
21,Rome,Internazionali BNL d'Italia,2021-05-15,WTA1000,Outdoor,Clay,Quarterfinals,Swiatek I.,Svitolina E.,15,6,2.0,0.0,Completed,1.75,2.2
21,Rome,Internazionali BNL d'Italia,2021-05-15,WTA1000,Outdoor,Clay,Semifinals,Pliskova Ka.,Martic P.,9,25,2.0,1.0,Completed,1.61,2.48
21,Rome,Internazionali BNL d'Italia,2021-05-15,WTA1000,Outdoor,Clay,Semifinals,Swiatek I.,Gauff C.,15,35,2.0,0.0,Completed,1.45,2.93
23,Parma,Emilia-Romagna Open,2021-05-16,WTA250,Outdoor,Clay,1st Round,Anisimova A.,Paolini J.,40,91,2.0,0.0,Completed,1.37,3.31
23,Parma,Emilia-Romagna Open,2021-05-16,WTA250,Outdoor,Clay,1st Round,Wang Q.,Doi M.,48,82,2.0,1.0,Completed,1.87,2.02
22,Belgrade,Serbia Ladies Open,2021-05-16,WTA250,Outdoor,Clay,1st Round,Dodin O.,Pliskova Kr.,114,88,2.0,0.0,Completed,1.98,1.91
23,Parma,Emilia-Romagna Open,2021-05-16,WTA250,Outdoor,Clay,1st Round,Kasatkina D.,Hsieh S.W.,37,63,2.0,0.0,Completed,1.14,6.68
22,Belgrade,Serbia Ladies Open,2021-05-16,WTA250,Outdoor,Clay,1st Round,Buzarnescu M.,Tig P.M.,179,62,2.0,1.0,Completed,2.3,1.68
22,Belgrade,Serbia Ladies Open,2021-05-16,WTA250,Outdoor,Clay,1st Round,Badosa P.,Petkovic A.,44,106,2.0,0.0,Completed,1.19,5.39
21,Rome,Internazionali BNL d'Italia,2021-05-16,WTA1000,Outdoor,Clay,The Final,Swiatek I.,Pliskova Ka.,15,9,2.0,0.0,Completed,1.39,3.26
22,Belgrade,Serbia Ladies Open,2021-05-16,WTA250,Outdoor,Clay,1st Round,Podoroska N.,Babos T.,42,107,2.0,1.0,Completed,1.18,5.48
23,Parma,Emilia-Romagna Open,2021-05-17,WTA250,Outdoor,Clay,1st Round,Giorgi C.,Mchale C.,83,95,2.0,1.0,Completed,1.56,2.59
23,Parma,Emilia-Romagna Open,2021-05-17,WTA250,Outdoor,Clay,1st Round,Garcia C.,Ormaechea P.,53,291,2.0,0.0,Completed,1.19,5.28
23,Parma,Emilia-Romagna Open,2021-05-17,WTA250,Outdoor,Clay,1st Round,Schmiedlova A.,Williams V.,125,102,2.0,1.0,Completed,1.33,3.63
23,Parma,Emilia-Romagna Open,2021-05-17,WTA250,Outdoor,Clay,1st Round,Stephens S.,Mcnally C.,65,109,2.0,0.0,Completed,1.38,3.26
23,Parma,Emilia-Romagna Open,2021-05-17,WTA250,Outdoor,Clay,1st Round,Williams S.,Pigato L.,8,572,2.0,0.0,Completed,1.06,11.5
23,Parma,Emilia-Romagna Open,2021-05-17,WTA250,Outdoor,Clay,1st Round,Siniakova K.,Tauson C.,68,90,2.0,0.0,Completed,2.58,1.56
23,Parma,Emilia-Romagna Open,2021-05-17,WTA250,Outdoor,Clay,1st Round,Di Giuseppe M.,Hibino N.,218,84,2.0,0.0,Completed,3.64,1.33
23,Parma,Emilia-Romagna Open,2021-05-17,WTA250,Outdoor,Clay,1st Round,Sorribes Tormo S.,Pera B.,50,70,2.0,0.0,Completed,1.81,2.1
22,Belgrade,Serbia Ladies Open,2021-05-17,WTA250,Outdoor,Clay,1st Round,Bucsa C.,Kovinic D.,172,61,2.0,1.0,Completed,3.91,1.29
22,Belgrade,Serbia Ladies Open,2021-05-17,WTA250,Outdoor,Clay,1st Round,Osorio M.,Zhang S.,115,43,2.0,1.0,Completed,1.44,2.97
22,Belgrade,Serbia Ladies Open,2021-05-17,WTA250,Outdoor,Clay,1st Round,Fernandez L.A.,Hercog P.,69,73,2.0,0.0,Completed,2.2,1.74
22,Belgrade,Serbia Ladies Open,2021-05-17,WTA250,Outdoor,Clay,1st Round,Putintseva Y.,Juvan K.,35,100,2.0,1.0,Completed,1.82,2.08
22,Belgrade,Serbia Ladies Open,2021-05-18,WTA250,Outdoor,Clay,1st Round,Konjuh A.,Van Uytvanck A.,188,67,2.0,1.0,Completed,1.36,3.39
22,Belgrade,Serbia Ladies Open,2021-05-18,WTA250,Outdoor,Clay,1st Round,Tomljanovic A.,Jorovic I.,76,251,2.0,0.0,Completed,1.23,4.6
22,Belgrade,Serbia Ladies Open,2021-05-18,WTA250,Outdoor,Clay,1st Round,Tomova V.,Radivojevic L.,123,0,2.0,0.0,Completed,1.07,10.49
22,Belgrade,Serbia Ladies Open,2021-05-18,WTA250,Outdoor,Clay,1st Round,Rakhimova K.,Danilovic O.,136,158,2.0,0.0,Completed,2.36,1.65
22,Belgrade,Serbia Ladies Open,2021-05-18,WTA250,Outdoor,Clay,1st Round,Peterson R.,Stojanovic N.,60,86,2.0,1.0,Completed,2.42,1.63
23,Parma,Emilia-Romagna Open,2021-05-18,WTA250,Outdoor,Clay,1st Round,Friedsam A.L.,Golubic V.,110,72,2.0,1.0,Completed,3.11,1.41
23,Parma,Emilia-Romagna Open,2021-05-18,WTA250,Outdoor,Clay,1st Round,Gauff C.,Kanepi K.,30,66,2.0,0.0,Completed,1.4,3.2
23,Parma,Emilia-Romagna Open,2021-05-18,WTA250,Outdoor,Clay,1st Round,Errani S.,Bogdan A.,108,101,2.0,1.0,Completed,2.41,1.63
23,Parma,Emilia-Romagna Open,2021-05-18,WTA250,Outdoor,Clay,1st Round,Samsonova L.,Gatto-Monticone G.,105,169,2.0,0.0,Completed,1.27,4.09
23,Parma,Emilia-Romagna Open,2021-05-18,WTA250,Outdoor,Clay,2nd Round,Siniakova K.,Williams S.,68,8,2.0,0.0,Completed,4.25,1.27
23,Parma,Emilia-Romagna Open,2021-05-18,WTA250,Outdoor,Clay,2nd Round,Stephens S.,Kasatkina D.,65,37,2.0,1.0,Completed,2.84,1.49
23,Parma,Emilia-Romagna Open,2021-05-18,WTA250,Outdoor,Clay,2nd Round,Anisimova A.,Schmiedlova A.,40,125,2.0,0.0,Completed,1.24,4.65
23,Parma,Emilia-Romagna Open,2021-05-18,WTA250,Outdoor,Clay,1st Round,Martic P.,Gracheva V.,23,89,2.0,0.0,Completed,1.33,3.62
22,Belgrade,Serbia Ladies Open,2021-05-18,WTA250,Outdoor,Clay,1st Round,Sasnovich A.,Wang Xiy.,103,145,2.0,1.0,Completed,1.64,2.39
22,Belgrade,Serbia Ladies Open,2021-05-18,WTA250,Outdoor,Clay,2nd Round,Badosa P.,Buzarnescu M.,44,179,2.0,0.0,Completed,1.11,7.91
22,Belgrade,Serbia Ladies Open,2021-05-18,WTA250,Outdoor,Clay,1st Round,Jani R.L.,Martincova T.,220,94,2.0,1.0,Completed,2.96,1.45
22,Belgrade,Serbia Ladies Open,2021-05-18,WTA250,Outdoor,Clay,2nd Round,Podoroska N.,Dodin O.,42,114,2.0,0.0,Completed,1.29,4.0
22,Belgrade,Serbia Ladies Open,2021-05-18,WTA250,Outdoor,Clay,1st Round,Kalinskaya A.,Mladenovic K.,111,59,2.0,0.0,Completed,2.48,1.6
23,Parma,Emilia-Romagna Open,2021-05-19,WTA250,Outdoor,Clay,2nd Round,Gauff C.,Giorgi C.,30,83,2.0,0.0,Completed,1.3,3.88
23,Parma,Emilia-Romagna Open,2021-05-19,WTA250,Outdoor,Clay,2nd Round,Martic P.,Samsonova L.,23,105,2.0,0.0,Completed,1.36,3.46
23,Parma,Emilia-Romagna Open,2021-05-19,WTA250,Outdoor,Clay,2nd Round,Errani S.,Sorribes Tormo S.,108,50,1.0,1.0,Retired,2.93,1.46
23,Parma,Emilia-Romagna Open,2021-05-19,WTA250,Outdoor,Clay,2nd Round,Garcia C.,Friedsam A.L.,53,110,2.0,0.0,Completed,1.49,2.84
23,Parma,Emilia-Romagna Open,2021-05-19,WTA250,Outdoor,Clay,2nd Round,Wang Q.,Di Giuseppe M.,48,218,2.0,0.0,Completed,1.28,4.07
22,Belgrade,Serbia Ladies Open,2021-05-19,WTA250,Outdoor,Clay,2nd Round,Peterson R.,Tomljanovic A.,60,76,1.0,1.0,Retired,2.96,1.46
22,Belgrade,Serbia Ladies Open,2021-05-19,WTA250,Outdoor,Clay,2nd Round,Sasnovich A.,Bucsa C.,103,172,2.0,1.0,Completed,1.46,2.95
22,Belgrade,Serbia Ladies Open,2021-05-19,WTA250,Outdoor,Clay,2nd Round,Konjuh A.,Putintseva Y.,188,35,2.0,0.0,Completed,2.49,1.61
22,Belgrade,Serbia Ladies Open,2021-05-20,WTA250,Outdoor,Clay,2nd Round,Osorio M.,Rakhimova K.,115,136,2.0,1.0,Completed,1.9,2.0
23,Parma,Emilia-Romagna Open,2021-05-20,WTA250,Outdoor,Clay,Quarterfinals,Wang Q.,Martic P.,48,23,2.0,1.0,Completed,3.31,1.38
23,Parma,Emilia-Romagna Open,2021-05-20,WTA250,Outdoor,Clay,Quarterfinals,Siniakova K.,Garcia C.,68,53,2.0,0.0,Completed,1.72,2.26
23,Parma,Emilia-Romagna Open,2021-05-20,WTA250,Outdoor,Clay,Quarterfinals,Stephens S.,Errani S.,65,108,2.0,0.0,Completed,1.54,2.66
23,Parma,Emilia-Romagna Open,2021-05-20,WTA250,Outdoor,Clay,Quarterfinals,Gauff C.,Anisimova A.,30,40,2.0,0.0,Completed,1.9,2.0
22,Belgrade,Serbia Ladies Open,2021-05-21,WTA250,Outdoor,Clay,2nd Round,Tomova V.,Fernandez L.A.,123,69,2.0,1.0,Completed,3.69,1.33
22,Belgrade,Serbia Ladies Open,2021-05-21,WTA250,Outdoor,Clay,Quarterfinals,Konjuh A.,Podoroska N.,188,42,2.0,0.0,Completed,2.31,1.69
22,Belgrade,Serbia Ladies Open,2021-05-21,WTA250,Outdoor,Clay,Quarterfinals,Osorio M.,Sasnovich A.,115,103,2.0,0.0,Completed,2.14,1.79
22,Belgrade,Serbia Ladies Open,2021-05-21,WTA250,Outdoor,Clay,Quarterfinals,Badosa P.,Peterson R.,44,60,2.0,0.0,Completed,1.23,4.72
22,Belgrade,Serbia Ladies Open,2021-05-21,WTA250,Outdoor,Clay,Quarterfinals,Tomova V.,Jani R.L.,123,220,2.0,1.0,Completed,1.58,2.53
23,Parma,Emilia-Romagna Open,2021-05-21,WTA250,Outdoor,Clay,Semifinals,Wang Q.,Stephens S.,48,65,2.0,0.0,Completed,2.99,1.45
23,Parma,Emilia-Romagna Open,2021-05-21,WTA250,Outdoor,Clay,Semifinals,Gauff C.,Siniakova K.,30,68,2.0,1.0,Completed,1.38,3.31
22,Belgrade,Serbia Ladies Open,2021-05-21,WTA250,Outdoor,Clay,2nd Round,Jani R.L.,Kalinskaya A.,220,111,2.0,1.0,Completed,3.53,1.35
22,Belgrade,Serbia Ladies Open,2021-05-22,WTA250,Outdoor,Clay,Semifinals,Badosa P.,Tomova V.,44,123,2.0,0.0,Completed,1.12,7.55
22,Belgrade,Serbia Ladies Open,2021-05-22,WTA250,Outdoor,Clay,Semifinals,Konjuh A.,Osorio M.,188,115,2.0,0.0,Completed,1.57,2.57
23,Parma,Emilia-Romagna Open,2021-05-22,WTA250,Outdoor,Clay,The Final,Gauff C.,Wang Q.,30,48,2.0,0.0,Completed,1.29,4.02
22,Belgrade,Serbia Ladies Open,2021-05-22,WTA250,Outdoor,Clay,The Final,Badosa P.,Konjuh A.,44,188,1.0,0.0,Retired,1.29,3.96
24,Strasbourg,Internationaux de Strasbourg,2021-05-23,WTA250,Outdoor,Clay,1st Round,Linette M.,Hibino N.,48,82,2.0,0.0,Completed,1.79,2.12
24,Strasbourg,Internationaux de Strasbourg,2021-05-23,WTA250,Outdoor,Clay,1st Round,Alexandrova E.,Davis L.,33,86,2.0,0.0,Completed,1.27,4.18
24,Strasbourg,Internationaux de Strasbourg,2021-05-23,WTA250,Outdoor,Clay,1st Round,Cornet A.,Pliskova Kr.,65,89,2.0,0.0,Completed,1.41,3.13
24,Strasbourg,Internationaux de Strasbourg,2021-05-23,WTA250,Outdoor,Clay,1st Round,Burel C.,Gracheva V.,146,88,2.0,0.0,Completed,1.74,2.2
24,Strasbourg,Internationaux de Strasbourg,2021-05-24,WTA250,Outdoor,Clay,1st Round,Krejcikova B.,Dodin O.,38,115,1.0,0.0,Retired,1.21,4.95
24,Strasbourg,Internationaux de Strasbourg,2021-05-24,WTA250,Outdoor,Clay,1st Round,Garcia C.,Diyas Z.,57,93,2.0,0.0,Completed,1.33,3.63
